message,persuasive_type,activity,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,unique_word_ratio,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,noun_count,verb_count,adj_count,adv_count,word_diversity,has_question,has_exclamation,has_numbers,starts_with_verb,ends_with_call_to_action,sentiment_polarity,sentiment_subjectivity,persuasive_type_encoded,persuasive_type_praise,persuasive_type_reminder,persuasive_type_reward,persuasive_type_suggestion,activity_encoded,activity_healthy eating,activity_meal planning,activity_portion control,activity_water intake
"Try to improve your water intake by choosing one of the four ways below:

Water and Diet
""Wet and dry"" foods, such as eggs, fish, and poultry, are also good for you, as they have greater antioxidant activity",suggestion,water intake,0.725,0.9069767442,0,0.2621880441,1,0.6086956522,0.3508910444,0.9817073171,0.9273167777,0,0.8454935622,0.3405426661,0.5,0.3571428571,0.5555555556,0.125,0.7399380805,FALSE,FALSE,FALSE,TRUE,FALSE,0.4333333333,0.52,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your meal planning by using the following tips:

Use the ""Cook Me"" menu to see what's on your menu
.
: To see how many meals you need to order and how much you'll pay
, see",suggestion,meal planning,0.6416666667,0.8837209302,0.125,0.1401625073,0.4404761905,0.5,0.7649447327,0.3719512195,0.3270745003,0,0.330472103,0.2080220212,0.375,0.7142857143,0.3333333333,0,0.3665158371,FALSE,FALSE,FALSE,TRUE,FALSE,0.4523809524,0.2666666667,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining portion control, you'll feel better.

What is a ""partner""?
. When I get a contract, I can take a couple of notes. I will write down the terms of the agreement and the type of services that",reward,portion control,0.7083333333,0.9302325581,0.5,0.2064805325,0.1285714286,0.4734042553,0.7725016919,0.2317073171,0.1726226529,0.4109589041,0.2103004292,0.2111679119,0.5625,0.4285714286,0,0.125,0.4932126697,TRUE,FALSE,FALSE,FALSE,FALSE,0.4087301587,0.3944444444,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining portion control, you'll feel better.

3. Get it right
 (or not)
: You can't always be sure what you're going to do. This is especially true for new users. You may be able to",reward,portion control,0.6458333333,0.9069767442,0.5,0.1316018572,0.1238095238,0.6576086957,0.7805098128,0.2134146341,0.2307692308,0.4931506849,0.1888412017,0.1926858042,0.125,0.6428571429,0.4444444444,0.75,0.6749226006,FALSE,FALSE,TRUE,FALSE,FALSE,0.5978664193,0.6673581049,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining portion control, you'll feel better. You'll gain a little more freedom and your experience will increase.

Once you've worked on the system, I've seen a few people do it. I have a very good understanding of how",reward,portion control,0.8,0.9534883721,0.375,0.3095255369,0.1904761905,0.578125,0.6736972705,0.3109756098,0.3028467595,0.5547945205,0.30472103,0.3275658671,0.375,0.7142857143,0.3333333333,0.5,0.5978112175,FALSE,FALSE,FALSE,FALSE,FALSE,0.5032142857,0.476,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your water intake by adding to your diet.

The most important thing is to make sure your body's natural intake is adequate to meet your needs. To accomplish this, you must ensure that you consume enough calories to stay hydrated",suggestion,water intake,0.875,0.9302325581,0.25,0.42375372,0.2777777778,0.4734042553,0.6221520415,0.4146341463,0.4506359782,0.7191780822,0.3776824034,0.3672827369,0.4375,0.7857142857,0.6666666667,0.125,0.3823529412,FALSE,FALSE,FALSE,TRUE,FALSE,0.503968254,0.6037037037,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your water intake!


The only thing I can think of is that you are trying to make the water leak from the shower to the floor to avoid damaging your pipes. I like to use the sink to get some water out of",praise,water intake,0.7708333333,0.9534883721,0.25,0.215666715,0.2857142857,0.4375,0.8016016242,0.2926829268,0.302241066,0.4383561644,0.2145922747,0.1639795517,0.625,0.7142857143,0.2222222222,0,0.3017902813,FALSE,TRUE,FALSE,FALSE,FALSE,0.6428571429,0.875,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining water intake, you'll feel better. If you're already thirsty, it can be a pain to drink water from the sink.

The key to the best water quality is to find a source of fresh water that doesn't cause you",reward,water intake,0.7583333333,0.9534883721,0.25,0.2344384794,0.2857142857,0.484375,0.7244529664,0.3292682927,0.3288915809,0.5342465753,0.2832618026,0.2552103814,0.5625,0.6428571429,0.3333333333,0.375,0.4385026738,FALSE,FALSE,FALSE,FALSE,FALSE,0.6071428571,0.575,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your water intake.

Water in the U.S. is usually mixed with water that is stored in a plastic bag or container. The bag can contain whatever is needed to provide the water. If you store your tap",reminder,water intake,0.7708333333,0.8837209302,0.375,0.3270458503,0.1726190476,0.45,0.691969321,0.2682926829,0.3137492429,0.5616438356,0.1802575107,0.2198191113,0.4375,0.7857142857,0.2222222222,0.25,0.3529411765,FALSE,FALSE,FALSE,TRUE,FALSE,0.2857142857,0.25,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your water intake!

My water is always running fine, so this is a good place to start.
. This place is perfect for your daily water usage. I love the views of the mountains, and the lake at the",praise,water intake,0.7291666667,0.9302325581,0.5,0.2064805325,0.1285714286,0.4255319149,0.8587863749,0.1768292683,0.128407026,0.2123287671,0.1716738197,0.1816751868,0.625,0.4285714286,0.5555555556,0.125,0.3974175036,FALSE,TRUE,FALSE,FALSE,FALSE,0.7162698413,0.575,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining meal planning, you'll feel better.

The most important thing to do is to plan ahead. You will get the best results when you are eating the right food.",reward,meal planning,0.55,0.6511627907,0.25,0.3041621756,0.1825396825,0.6785714286,0.7668621701,0.243902439,0.2016959419,0.5342465753,0.2575107296,0.2795910342,0.25,0.5714285714,0.3333333333,0.375,0.6015180266,FALSE,FALSE,FALSE,FALSE,TRUE,0.6693877551,0.5671428571,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
Great job with your water intake!,praise,water intake,0,0,0,0.3470690656,0.07142857143,1,0.8126550868,0.1463414634,0.02422774076,0,0.2060085837,0.23712151,0.125,0,0.1111111111,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,1,0.75,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your portion control.

The last time I used it was when I was at a game conference. It was pretty much a 4-hour walk from my house, so I would be in my own kitchen or maybe the",reminder,portion control,0.6958333333,0.9069767442,0.25,0.1773070226,0.2698412698,0.6576086957,0.8164899617,0.262195122,0.3331314355,0.5342465753,0.1931330472,0.157294534,0.4375,0.5714285714,0.4444444444,0.375,0.5403556772,FALSE,FALSE,TRUE,TRUE,FALSE,0.3785714286,0.5333333333,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your water intake by taking advantage of this easy and affordable way to reduce your drinking water consumption.

How to Use:
,
 - - Water for your health. Don't get me wrong, water is a very important part",suggestion,water intake,0.7833333333,0.9069767442,0.25,0.3144225189,0.2698412698,0.5597826087,0.640424092,0.3780487805,0.3779527559,0.6643835616,0.356223176,0.3417223751,0.625,0.5714285714,0.4444444444,0.25,0.556561086,FALSE,FALSE,FALSE,TRUE,FALSE,0.3936507937,0.9111111111,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your healthy eating. We're not going to eat until we're 100 percent healthy. Don't even think about getting pregnant until you're completely healthy!

6. Do It Before You're Sick
. Some people say",reminder,healthy eating,0.7791666667,0.9302325581,0.625,0.3151171262,0.09126984127,0.3776595745,0.7034739454,0.243902439,0.1877649909,0.4589041096,0.313304721,0.3358238301,0.125,1,0.4444444444,0.625,0.2941176471,FALSE,TRUE,TRUE,TRUE,FALSE,0.4634353741,0.5714285714,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your portion control!

We will also have two separate delivery vehicles, one for you and one that will be available to you at the same time. This will help you get your order in the mail within two to three weeks.",praise,portion control,0.8125,0.9534883721,0.25,0.2970110273,0.2857142857,0.53125,0.712948342,0.3536585366,0.3452453059,0.602739726,0.2918454936,0.2599292175,0.5,0.2857142857,0.4444444444,0.125,0.4946524064,FALSE,TRUE,FALSE,FALSE,TRUE,0.619047619,0.425,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining healthy eating, you'll feel better.

But you can't stop eating until you're healthy, because the food you eat can become unhealthy. So, when you feel sick, try to get a second opinion. Your doctor may be",reward,healthy eating,0.7708333333,0.9534883721,0.375,0.2719820081,0.1904761905,0.4375,0.7725016919,0.2317073171,0.1726226529,0.4109589041,0.2918454936,0.3000393236,0.1875,0.7857142857,0.5555555556,0.375,0.5781922525,FALSE,FALSE,FALSE,FALSE,FALSE,0.3316326531,0.5095238095,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your healthy eating.

How to Avoid Dieters' Nerves
, Dieter's Nerve
:
 (1) Avoid foods that can cause an increase in your body's natural hormones, especially the production of",reminder,healthy eating,0.6916666667,0.7906976744,0.125,0.3543946322,0.3928571429,0.7256097561,0.5129709001,0.5182926829,0.5669291339,0,0.5407725322,0.4789618561,0.4375,0.3571428571,0.2222222222,0.25,0.7176470588,FALSE,FALSE,TRUE,TRUE,FALSE,0.2589285714,0.725,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your water intake. If you are going to be doing a water change, make sure it's at least 15 minutes before the day before you stop.

We also recommend that you use a sunscreen if you're not using",reminder,water intake,0.7708333333,0.9534883721,0.25,0.246952989,0.2857142857,0.625,0.625648545,0.4085365854,0.3331314355,0.5342465753,0.2789699571,0.2508847818,0.375,1,0.2222222222,0.375,0.5607843137,FALSE,FALSE,TRUE,TRUE,FALSE,0.3571428571,0.6444444444,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your portion control by making the dough slightly softer. This will help you hold your dough longer. Do not let the dry ingredients dry out.

Step 5: Add the flour to the wet ingredients. Mix well. Keep mixing for",suggestion,portion control,0.8125,0.9534883721,0.625,0.3095255369,0.09523809524,0.4375,0.7851342206,0.2012195122,0.1399152029,0.4589041096,0.2060085837,0.2473456547,0.5,0.5714285714,0.5555555556,0.375,0.5294117647,FALSE,FALSE,TRUE,TRUE,FALSE,0.2142857143,0.4416666667,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining portion control, you'll feel better.",reward,portion control,0.075,0.06976744186,0,0.4972431805,0.1428571429,1,0.4194676291,0.4573170732,0.3943064809,0,0.5836909871,0.6142351553,0.0625,0.1428571429,0,0.125,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.6428571429,0.5,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your healthy eating.

4. Exercise
. When you're working out, focus on your core body, focusing on how your body's natural energy is being used. This helps you to burn calories efficiently, reduce stress",reminder,healthy eating,0.8041666667,0.9302325581,0.5,0.3470690656,0.1285714286,0.4734042553,0.5496277916,0.4390243902,0.5699576015,0.7671232877,0.4248927039,0.4125049155,0.4375,0.9285714286,0.2222222222,0.25,0.6294117647,FALSE,FALSE,TRUE,TRUE,FALSE,0.5,0.45,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better.

The biggest benefit is not being hungry, but having more energy. The biggest pain is feeling like you're going to die.",reward,healthy eating,0.5708333333,0.6511627907,0.25,0.3642318216,0.1825396825,0.55,0.5840288744,0.3658536585,0.364021805,0.602739726,0.356223176,0.3798662996,0.1875,0.7142857143,0.5555555556,0.25,0.6705882353,FALSE,FALSE,FALSE,FALSE,TRUE,0.6428571429,0.5,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your water intake. The more water you have, the less likely it is to be harmful to your skin.

Water sources can also be toxic. Some water sources contain traces of toxic chemicals, while others can be completely",reminder,water intake,0.8458333333,0.9534883721,0.375,0.3595835752,0.1904761905,0.390625,0.5702684412,0.3963414634,0.3064809207,0.5547945205,0.2918454936,0.3138025954,0.5625,0.6428571429,0.5555555556,0.5,0.3105335157,FALSE,FALSE,FALSE,TRUE,FALSE,0.3630952381,0.4916666667,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining healthy eating, you'll feel better. It's all about the nutrients you eat, not the chemicals. And if you don't have a strong appetite, your body will try to kill you, as it does when you're on an antidepressant",reward,healthy eating,0.7958333333,1,0.25,0.2569645966,0.3015873016,0.595,0.7290773742,0.3170731707,0.443367656,0.6643835616,0.3519313305,0.314589068,0.3125,0.7142857143,0.2222222222,0.375,0.6631016043,FALSE,FALSE,FALSE,FALSE,FALSE,0.626984127,0.5777777778,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better.

3. Avoid caffeine
. According to the American College of Sports Medicine (ACS), ""The body's ability to synthesize energy comes from its metabolism of energy. It needs more calories",reward,healthy eating,0.8291666667,0.9069767442,0.5,0.4319500871,0.1238095238,0.6576086957,0.4610872998,0.5,0.5778316172,0.8561643836,0.5150214592,0.5104207629,0.4375,0.4285714286,0.2222222222,0.125,0.73290938,FALSE,FALSE,TRUE,FALSE,FALSE,0.5535714286,0.375,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your healthy eating by eating more fruits, vegetables, and whole grains.

The following fruits and vegetables will help you make your next healthy meal or snack healthier, so be sure to try them all. The ingredients above are all vegan",suggestion,healthy eating,0.9041666667,0.9534883721,0.25,0.4409278874,0.2857142857,0.4375,0.6221520415,0.4146341463,0.4506359782,0.7671232877,0.4120171674,0.3991348801,0.625,0.5714285714,0.7777777778,0.125,0.4254445964,FALSE,FALSE,FALSE,TRUE,FALSE,0.4821428571,0.3736111111,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better.

1. How Much Does a Healthy Diet Have?
",reward,healthy eating,0.2375,0.3023255814,0.25,0.2569645966,0.06349206349,0.8875,0.7953981502,0.1829268293,0.2222895215,0,0.2875536481,0.306331105,0,0.2142857143,0.2222222222,0.125,0.8455882353,TRUE,FALSE,TRUE,FALSE,TRUE,0.5892857143,0.425,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your meal planning!

The best part of this meal plan is that you'll be able to customize the meal for your needs.
 (This includes a ""quick and easy"" menu, a quick meal order and a snack order",praise,meal planning,0.7208333333,0.9302325581,0.25,0.2128709203,0.2777777778,0.5691489362,0.8244980826,0.25,0.2616596002,0.4383561644,0.2532188841,0.2162799843,0.75,0.2857142857,0.6666666667,0,0.3371592539,FALSE,TRUE,FALSE,FALSE,FALSE,0.7142857143,0.5847222222,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your healthy eating.

Photo Credit: Denny T. Johnson",reminder,healthy eating,0.1791666667,0.1860465116,0.125,0.4271619269,0.08333333333,1,0.4309722536,0.4329268293,0.2259236826,0,0.339055794,0.3511600472,0,0.2142857143,0.1111111111,0.125,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.6428571429,0.5,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your healthy eating!

This morning I had a great day with a few friends. My husband and I were having a wonderful meal. He was feeling a little weak. I don't know if he was the best or the worst",praise,healthy eating,0.7333333333,0.9534883721,0.5,0.1843804411,0.1333333333,0.53125,0.8782991202,0.1341463415,0.08721986675,0.3904109589,0.09871244635,0.1219032639,0.375,0.5714285714,1,0.125,0.4385026738,FALSE,TRUE,FALSE,FALSE,FALSE,0.4811507937,0.6138888889,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your water intake by adding salt and other nutrients.

The main source of sodium comes from the body's body of potassium and sodium is the building block for our cells. These cells are our brain and we eat the sodium and nutrients",suggestion,water intake,0.8833333333,0.9534883721,0.25,0.3971271039,0.2857142857,0.390625,0.7095646289,0.3597560976,0.350090854,0.602739726,0.3519313305,0.3259929217,1,0.5,0.2222222222,0,0.3017902813,FALSE,FALSE,FALSE,TRUE,FALSE,0.3005952381,0.3541666667,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your healthy eating by eating foods that are low in calories, including fruits and vegetables, that contain fewer calories.

Do You Need More Protein?
-For your body, protein is the best way to get rid of cholesterol.",suggestion,healthy eating,0.8291666667,0.9069767442,0.25,0.3993035403,0.2698412698,0.6086956522,0.6336566659,0.3902439024,0.3222289522,0.5342465753,0.3862660944,0.3716083366,0.5625,0.7857142857,0.6666666667,0,0.6294117647,TRUE,FALSE,FALSE,TRUE,TRUE,0.6428571429,0.4,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your portion control!

We're all about making sure you're happy with the quality of your product. We'll do our best to make sure your order is made as safe and as good as possible.",praise,portion control,0.675,0.8372093023,0.25,0.2492812698,0.246031746,0.5290697674,0.7404692082,0.2926829268,0.2422774076,0.5342465753,0.2575107296,0.2528509634,0.3125,0.5,0.8888888889,0.125,0.5058823529,FALSE,TRUE,FALSE,FALSE,TRUE,0.7321428571,0.7409722222,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your portion control. Your portion should be on your right side of your body. And as you increase your exercise, you will be more likely to maintain this position.

You will also want to exercise a bit more and",reminder,portion control,0.8375,0.9534883721,0.375,0.3408118108,0.1904761905,0.390625,0.6621926461,0.3292682927,0.3095093882,0.602739726,0.2618025751,0.2913881243,0.4375,0.6428571429,0.2222222222,0.5,0.2139037433,FALSE,FALSE,FALSE,TRUE,FALSE,0.5153061224,0.6339285714,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
